メンバーコード,ログインコード,メンバー名,力量タイプ  ###[competence_type]###,力量コード,力量名,レベル,取得日  ###[acquired_date]###,有効期限  ###[expiration_date]###,備考  ###[remarks]###,文書番号,作成日,更新日,保有力量コード  ###[member_acquired_competence_level_code]###
m108,m108,辻本 飛鳥,SKILL,kumitate2,ワーク脱着,2,2021/12/30,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,qXwqsNtpnWuLTO4MPQIc
m108,m108,辻本 飛鳥,SKILL,kumitate3,部材取付け,3,2021/10/11,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,urJEsh2qrDyCiXLoWl8h
m108,m108,辻本 飛鳥,SKILL,kumitate4,精度測定,3,2021/10/11,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,RRxTHM6VTlkf9N0e6GLc
m108,m108,辻本 飛鳥,SKILL,kumitate5,穴埋め,2,2018/12/10,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,xvY5QPMMsy0rKiUDdJbb
m108,m108,辻本 飛鳥,SKILL,kumitate6,マッチング作業,2,2020/11/24,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,JufcqOxxfNIoLZUC3Hls
m108,m108,辻本 飛鳥,SKILL,kumitate7,組立前洗浄,2,2019/11/11,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,0kFsYqiIONcJmMq8PPgR
m108,m108,辻本 飛鳥,SKILL,kumitate8,レーザーマーキング,3,2022/03/11,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,Z4hNe4VfpuWIAz1cBQwu
m108,m108,辻本 飛鳥,SKILL,kumitate9,ABC調整組立,3,2022/04/22,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,BSt7XRqEErwjlnVrIqer
m108,m108,辻本 飛鳥,SKILL,seizoubu1,図面の読み取り,3,2023/02/15,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,35SgCQ6TkyMhRHmOtV9h
m108,m108,辻本 飛鳥,SKILL,seizoubu2,測定器の取扱い,2,2020/02/10,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,85IxOs6pcb5EbRWmS7ky
m108,m108,辻本 飛鳥,SKILL,seizoubu3,製品理解,3,2023/01/09,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,Y8rmS8ToA6Bo1RV8gS5n
m108,m108,辻本 飛鳥,EDUCATION,C0111-1,コンプライアンス研修,●,2023/04/28,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,0j4swhFrjzNPOIw2fOos
m108,m108,辻本 飛鳥,EDUCATION,C0111-2,情報セキュリティ研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,BmmkAKMgoEQSedRONVZJ
m108,m108,辻本 飛鳥,EDUCATION,C0111-3,ISO9001研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,ES0va4n6iFM5chGzTGAf
m108,m108,辻本 飛鳥,EDUCATION,C0111-4,ISO14001研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,oW4WMxebfyvEpfILQcLk
m108,m108,辻本 飛鳥,EDUCATION,C01121-1,【新入社員】基礎研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,8foFOYMqjRnm2Ew1PiV1
m108,m108,辻本 飛鳥,EDUCATION,C01121-2,【新入社員】ビジネスマナー研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,pvQZzTM25ehpQS00Xfzp
m108,m108,辻本 飛鳥,EDUCATION,C01121-3,【新入社員】コンプライアンス研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,6RRj0nRxROzNX2At8M2Z
m108,m108,辻本 飛鳥,EDUCATION,C01121-4,【新入社員】ロジカルシンキング研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,T9u7q5sn7HRWPGKxrj8G
m108,m108,辻本 飛鳥,EDUCATION,C01121-5,【新入社員】現場研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,RIgHeGpbNKpxoioWdXPw
m108,m108,辻本 飛鳥,EDUCATION,C01122-1,【2年目】ロジカルシンキング研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,XSJnBmJWXzDCwJhCDI1Y
m108,m108,辻本 飛鳥,EDUCATION,C01122-2,【2年目】資料作成研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,i4Qn3wFnAttb4jYrAusn
m108,m108,辻本 飛鳥,EDUCATION,C01122-3,【2年目】チームビルディング研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,mWeN2TpX9JstrahXkuZv
m108,m108,辻本 飛鳥,EDUCATION,C01122-4,【2年目】ファシリテーション研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,sgr8amPPqGurxlzAtq7f
m108,m108,辻本 飛鳥,EDUCATION,C01123-1,【中堅社員】課題解決研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,kRnc9DmQPLHETIZayX2j
m108,m108,辻本 飛鳥,EDUCATION,C01123-2,【中堅社員】リーダーシップ研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,uPdgzAc7FevjAl43EoN5
m108,m108,辻本 飛鳥,EDUCATION,C01123-3,【中堅社員】コミュニケーション研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,wRhLt2hVIrsOFonx6tkk
m108,m108,辻本 飛鳥,EDUCATION,C01123-4,【中堅社員】業務改善研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,xXYxMZW22Mr2jiXnXrfx
m108,m108,辻本 飛鳥,EDUCATION,C01123-5,【中堅社員】後輩育成研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,vK2TpTA4dY9g8lbcShTo
m108,m108,辻本 飛鳥,EDUCATION,C01124-1,【管理職】ハラスメント防止研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,qvFMy69RBuEnWGYG9e0y
m108,m108,辻本 飛鳥,EDUCATION,C01124-2,【管理職】マネジメント研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,iTwZ0rIuWzF4mMGz8raa
m108,m108,辻本 飛鳥,EDUCATION,C01131-1,QC研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,Tu6hvzCey44pO4jBWYZF
m108,m108,辻本 飛鳥,EDUCATION,C01131-2,5S研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,grYGCeM6FmXnsGx7HRPt
m108,m108,辻本 飛鳥,EDUCATION,C01131-3,安全講習,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,dBchi3KjmAEtY4nMh18J
m108,m108,辻本 飛鳥,EDUCATION,C0114-1,【eラーニング】ロジカルシンキング　-基礎編-,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,aSN2414bynR6QKlwRoal
m108,m108,辻本 飛鳥,EDUCATION,C0114-10,【eラーニング】TOEIC,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,rRCrKPZjgAiL6BidrSAt
m108,m108,辻本 飛鳥,EDUCATION,C0114-2,【eラーニング】ロジカルシンキング　-応用編-,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,V8GeBAabIv0XPqNEzKT4
m108,m108,辻本 飛鳥,EDUCATION,C0114-3,【eラーニング】ロジカルシンキング　-実践編-,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,eidF6JELBg9Y3AnFpi8p
m108,m108,辻本 飛鳥,EDUCATION,C0114-4,【eラーニング】ロジカルライティング　-基礎編-,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,1dxIguW8IHb1sB1hSYg2
m108,m108,辻本 飛鳥,EDUCATION,C0114-5,【eラーニング】ロジカルライティング　-応用編-,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,KKHziuNC7JoUzpOfvMY2
m108,m108,辻本 飛鳥,EDUCATION,C0114-6,【eラーニング】ロジカルライティング　-実践編-,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,12zqGRevkfkWjxQA0xVc
m108,m108,辻本 飛鳥,EDUCATION,C0114-7,【eラーニング】キャリアデザイン,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,kgtj7DrEYul68qqJjV10
m108,m108,辻本 飛鳥,EDUCATION,C0114-8,【eラーニング】目標設定,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,mleI9Kv3mzmrQL4QZT4p
m108,m108,辻本 飛鳥,EDUCATION,C0114-9,【eラーニング】タスク管理,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,cX8AlZ9BbojVIZTAJ6Ni
m108,m108,辻本 飛鳥,EDUCATION,kakou-e1,特殊品製品理解,●,2016/12/23,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,z0aZxkoQgg4KD89ibKsk
m108,m108,辻本 飛鳥,EDUCATION,kakou-e3,安全講習（Lv.1）,●,2018/12/28,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,4fmQODYAHc7Y8QXjYvCG
m108,m108,辻本 飛鳥,EDUCATION,seizoubu-e1,図面読み取り講習（Lv.1）,●,2023/02/14,2025/02/14,,,2024/12/26 23:32:54,2024/12/26 23:32:54,nUIJcX85uPmUqQlT0LU8
m108,m108,辻本 飛鳥,EDUCATION,seizoubu-e2,ノギス（Lv.1）,●,2015/02/02,2025/02/21,,,2024/12/26 23:32:54,2024/12/26 23:32:54,uEll00prekzIw7arnDoB
m108,m108,辻本 飛鳥,EDUCATION,seizoubu-e3,ハイトゲージ（Lv.1）,●,2020/02/10,2027/02/25,,,2024/12/26 23:32:54,2024/12/26 23:32:54,Th2XtRjvqNfb936RBltc
m108,m108,辻本 飛鳥,EDUCATION,seizoubu-e4,マイクロメータ（Lv.1）,●,2016/01/04,2026/02/19,,,2024/12/26 23:32:54,2024/12/26 23:32:54,SspIsOrDvEmi6UQEk34q
m108,m108,辻本 飛鳥,EDUCATION,seizoubu-e5,製品A（Lv.1）,●,2020/09/21,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,GRwUVymO5Nqvd4zKaqdD
m108,m108,辻本 飛鳥,EDUCATION,seizoubu-e6,製品B（Lv.2）,●,2020/10/23,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,5Akk3QfRjQmjBHJ9VM9i
m108,m108,辻本 飛鳥,EDUCATION,seizoubu-e7,製品C（Lv.3）,●,2023/01/09,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,EjVDQGXVGm0pATpkWvCw
m108,m108,辻本 飛鳥,LICENSE,C0121a1,危険物取扱者（乙1）,●,2025/09/18,2035/09/17,,,2025/09/18 14:14:48,2025/09/18 14:14:48,cCJGLXIdkpj4KZPCBW5H
m109,m109,湊 卓也,SKILL,kakou1,素材切断,3,2022/10/10,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,TpU0kzUJCEk60LiEtyyv
m109,m109,湊 卓也,SKILL,kakou2,荒加工,2,2022/09/09,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,HjV4SupRLpR64nT68YZs
m109,m109,湊 卓也,SKILL,kakou3,追加工,3,2022/10/10,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,urSWABonLmZEQfTlPVm7
m109,m109,湊 卓也,SKILL,kakou4,外面研削,3,2022/09/09,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,mOX0TT8PkqWXLg4J84ea
m109,m109,湊 卓也,SKILL,kakou5,平削り,3,2022/09/05,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,3KRZZuKAry5Omk2PWAxC
m109,m109,湊 卓也,SKILL,kakou6,研磨,3,2022/09/05,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,pi1k4bBfVJYKBuUfqTY9
m109,m109,湊 卓也,SKILL,kakou7,特殊品加工,2,2021/12/30,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,S5Vz3sCRwSo6Hfu66clT
m109,m109,湊 卓也,SKILL,kakou8,加工プログラム作成,3,2021/12/17,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,aibep0MwDNG2vILxIMK9
m109,m109,湊 卓也,SKILL,kakou9,砥石交換,2,2022/09/12,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,5ubsDiAl5xCeFdroB2Rw
m109,m109,湊 卓也,SKILL,kensa1,硬度検査,3,2020/01/06,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,pAQm5qkZGCMBuwdzvqgd
m109,m109,湊 卓也,SKILL,kensa2,曲がり検査,3,2020/01/27,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,g8EswQkE5Tb0WkZ0mdkA
m109,m109,湊 卓也,SKILL,kensa3,内径ゲージ検査,2,2019/10/25,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,06bMehTpPQSxeG4JxT02
m109,m109,湊 卓也,SKILL,kensa4,精度検査,3,2022/04/04,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,VBpvSPQ7okb3cwYblNSs
m109,m109,湊 卓也,SKILL,kensa5,オイル封入,2,2019/11/11,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,SFPA1XV5KjRoxgy8qtEs
m109,m109,湊 卓也,SKILL,kensa6,測定技術,3,2018/11/30,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,2qqQwuh3GMXjvFmIijtp
m109,m109,湊 卓也,SKILL,kumitate1,型番変更,2,2018/02/05,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,bRczdibDFyfkP0rRQyWN
m109,m109,湊 卓也,SKILL,kumitate10,再洗浄,3,2022/05/23,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,ysdcBcClKilpnWz2T2fL
m109,m109,湊 卓也,SKILL,kumitate11,AX組立特殊作業,2,2021/03/26,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,7qQHEhADioA3rSQpQoF8
m109,m109,湊 卓也,SKILL,kumitate12,CXドライバー設定作業,3,2022/01/10,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,TgZo7Wq1ORDLKzlf3uP2
m109,m109,湊 卓也,SKILL,kumitate13,装置動作確認,3,2020/03/13,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,wUmVOp3Rl4FkcB33BAyy
m109,m109,湊 卓也,SKILL,kumitate2,ワーク脱着,3,2020/02/05,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,ml7LAl6JhUvxq3gVdt7V
m109,m109,湊 卓也,SKILL,kumitate3,部材取付け,2,2019/02/22,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,IqQo2NsaeLlO3G0kwqsH
m109,m109,湊 卓也,SKILL,kumitate4,精度測定,2,2021/05/03,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,XTm9X8BZvPDTVUOLOR5V
m109,m109,湊 卓也,SKILL,kumitate5,穴埋め,3,2022/02/07,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,eZYqIKiaajIfAiBwOVC2
m109,m109,湊 卓也,SKILL,kumitate6,マッチング作業,3,2021/03/26,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,trmdB6sPdXgn8v9EV1JZ
m109,m109,湊 卓也,SKILL,kumitate7,組立前洗浄,3,2021/11/15,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,v7UmlD1j5gsvhJftC04h
m109,m109,湊 卓也,SKILL,kumitate8,レーザーマーキング,3,2021/04/05,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,0dpnkj6iIY0zac9SaBgZ
m109,m109,湊 卓也,SKILL,kumitate9,ABC調整組立,2,2019/02/11,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,5BKyi3zs66h0iXtt9FOj
m109,m109,湊 卓也,SKILL,seizoubu1,図面の読み取り,3,2023/02/15,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,j9cD1lt1ezx59e19rnqP
m109,m109,湊 卓也,SKILL,seizoubu2,測定器の取扱い,2,2019/08/20,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,wMhlGvS64vzjwKyvFtAC
m109,m109,湊 卓也,SKILL,seizoubu3,製品理解,3,2022/08/23,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,nj6HOrSHyb0WX3z4w77d
m109,m109,湊 卓也,EDUCATION,C0111-1,コンプライアンス研修,●,2023/04/28,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,AWsDPu4lanataL5yKLK8
m109,m109,湊 卓也,EDUCATION,C0111-2,情報セキュリティ研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,GKtAcR20gBhltQ4XkR47
m109,m109,湊 卓也,EDUCATION,C0111-3,ISO9001研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,dOFqo7qh2YyHBD5ktpMw
m109,m109,湊 卓也,EDUCATION,C0111-4,ISO14001研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,fdzFBPsOAingWsVg94Dy
m109,m109,湊 卓也,EDUCATION,C01121-1,【新入社員】基礎研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,XiiKEPgBkxeYoTEpuYeG
m109,m109,湊 卓也,EDUCATION,C01121-2,【新入社員】ビジネスマナー研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,4m03f0NpMN1KlvUUv8DE
m109,m109,湊 卓也,EDUCATION,C01121-3,【新入社員】コンプライアンス研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,hKJN5bF0rWAekizGMQDc
m109,m109,湊 卓也,EDUCATION,C01121-4,【新入社員】ロジカルシンキング研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,exxqhIjqayEKcZlP4lUk
m109,m109,湊 卓也,EDUCATION,C01121-5,【新入社員】現場研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,M4w1lfIqU6kLTs98vR53
m109,m109,湊 卓也,EDUCATION,C01122-1,【2年目】ロジカルシンキング研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,9QJRtBxj4FSsvdghfE8f
m109,m109,湊 卓也,EDUCATION,C01122-2,【2年目】資料作成研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,hO8T7wpLZk4y1mPOYjLE
m109,m109,湊 卓也,EDUCATION,C01122-3,【2年目】チームビルディング研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,sjlX1hPeOe1SEdGRs7q1
m109,m109,湊 卓也,EDUCATION,C01122-4,【2年目】ファシリテーション研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,rH7FJsHhZDRlFy1JW1tp
m109,m109,湊 卓也,EDUCATION,C01123-1,【中堅社員】課題解決研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,eZDullBcs0JSJVb431Tj
m109,m109,湊 卓也,EDUCATION,C01123-2,【中堅社員】リーダーシップ研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,Dz2ZpNFGmiCCIY6bnGnz
m109,m109,湊 卓也,EDUCATION,C01123-3,【中堅社員】コミュニケーション研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,lwWW6SXdn4LcYiPL1s4Z
m109,m109,湊 卓也,EDUCATION,C01123-4,【中堅社員】業務改善研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,m6stAtGH8hmNTrqkqejl
m109,m109,湊 卓也,EDUCATION,C01123-5,【中堅社員】後輩育成研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,P2vYnarkJJiwJUUS0cv0
m109,m109,湊 卓也,EDUCATION,C01124-1,【管理職】ハラスメント防止研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,vQye1vaDIsWKOgKmvJcH
m109,m109,湊 卓也,EDUCATION,C01124-2,【管理職】マネジメント研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,Q2bqRa90C1Zyqw7Fa5vK
m109,m109,湊 卓也,EDUCATION,C01124-3,【管理職】コーチング研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,To3Ce1EsTWuSlcEvflxW
m109,m109,湊 卓也,EDUCATION,C01131-1,QC研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,AnOcH22eVztPlZYJk699
m109,m109,湊 卓也,EDUCATION,C01131-2,5S研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,SgsFyivNDbjrooFGgYCm
m109,m109,湊 卓也,EDUCATION,C01131-3,安全講習,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,zkfEIo0cbvYDYFk58mgQ
m109,m109,湊 卓也,EDUCATION,C0114-1,【eラーニング】ロジカルシンキング　-基礎編-,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,gb5BCa8zGePEXqzqsQfi
m109,m109,湊 卓也,EDUCATION,C0114-10,【eラーニング】TOEIC,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,q7lwadCJ9RU36RbmqD4O
m109,m109,湊 卓也,EDUCATION,C0114-2,【eラーニング】ロジカルシンキング　-応用編-,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,6z6MLXx1SeIrBwM2nSfJ
m109,m109,湊 卓也,EDUCATION,C0114-3,【eラーニング】ロジカルシンキング　-実践編-,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,27gPTNYSUNbEctoqKIdq
m109,m109,湊 卓也,EDUCATION,C0114-4,【eラーニング】ロジカルライティング　-基礎編-,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,d05C6KXYI6VsTruiB6Sk
m109,m109,湊 卓也,EDUCATION,C0114-5,【eラーニング】ロジカルライティング　-応用編-,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,Wc4TgYmCYD9dVwYJDILO
m109,m109,湊 卓也,EDUCATION,C0114-6,【eラーニング】ロジカルライティング　-実践編-,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,YNC2ThHF2lumbFDyIYlc
m109,m109,湊 卓也,EDUCATION,C0114-7,【eラーニング】キャリアデザイン,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,x2SLPAncqUXqtxzXUPJH
m109,m109,湊 卓也,EDUCATION,C0114-8,【eラーニング】目標設定,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,adKuaEsojRc9u46Tm3H8
m109,m109,湊 卓也,EDUCATION,C0114-9,【eラーニング】タスク管理,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,MJUfsXLtsgnCW4vDmgb6
m109,m109,湊 卓也,EDUCATION,kakou-e1,特殊品製品理解,●,2018/09/03,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,pxYoNPpt25esuUZb5eTx
m109,m109,湊 卓也,EDUCATION,kakou-e3,安全講習（Lv.1）,●,2017/11/21,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,9fy9VeOBQNbqTlMuYIV5
m109,m109,湊 卓也,EDUCATION,seizoubu-e1,図面読み取り講習（Lv.1）,●,2023/02/14,2025/02/14,,,2024/12/26 23:32:54,2024/12/26 23:32:54,VVRLL5OnBDsBZ6XtCHQh
m109,m109,湊 卓也,EDUCATION,seizoubu-e2,ノギス（Lv.1）,●,2017/02/06,2025/02/13,,,2024/12/26 23:32:54,2024/12/26 23:32:54,C8Q7oM4Y5ugelc8s2uyJ
m109,m109,湊 卓也,EDUCATION,seizoubu-e3,ハイトゲージ（Lv.1）,●,2016/02/08,2026/02/12,,,2024/12/26 23:32:54,2024/12/26 23:32:54,2hcY36zzYAezJijZnacl
m109,m109,湊 卓也,EDUCATION,seizoubu-e4,マイクロメータ（Lv.1）,●,2018/02/05,2025/02/20,,,2024/12/26 23:32:54,2024/12/26 23:32:54,U9MDzCzXrSp2zKlqjtI7
m109,m109,湊 卓也,EDUCATION,seizoubu-e5,製品A（Lv.1）,●,2019/02/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,uRguICnVHlcTmLlztGZK
m109,m109,湊 卓也,EDUCATION,seizoubu-e6,製品B（Lv.2）,●,2020/10/12,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,yJH1QGn8XA30WFzGMjfc
m109,m109,湊 卓也,EDUCATION,seizoubu-e7,製品C（Lv.3）,●,2022/08/23,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,LUV0F8qcplHRxwdH2is9
m109,m109,湊 卓也,LICENSE,C0121a1,危険物取扱者（乙1）,●,2025/09/18,2035/09/17,,,2025/09/18 14:14:48,2025/09/18 14:14:48,7LiweqYkE7UD276noKeO
m110,m110,竹中 正和,SKILL,kakou1,素材切断,3,2022/01/17,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,BI7vw8DVFdKBL5prg1Di
m110,m110,竹中 正和,SKILL,kakou2,荒加工,3,2023/11/30,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,QM81g7y02gegesEnlpFT
m110,m110,竹中 正和,SKILL,kakou3,追加工,3,2022/01/21,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,49RzOJzYtLpAYMOYMSsa
m110,m110,竹中 正和,SKILL,kakou4,外面研削,3,2022/11/14,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,c9XT0RmRlS5hsfuSmS62
m110,m110,竹中 正和,SKILL,kakou5,平削り,3,2023/11/30,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,WUDURAmDwy3Cnq7SpK93
m110,m110,竹中 正和,SKILL,kakou7,特殊品加工,2,2021/12/30,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,pqLBxwvose8lYkgOf7PR
m110,m110,竹中 正和,SKILL,kakou8,加工プログラム作成,3,2022/10/03,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,Vb2bQouBygw7o5t2eqdE
m110,m110,竹中 正和,SKILL,kakou9,砥石交換,3,2023/11/30,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,Mi8GNb1xPuebqc8huKYA
m110,m110,竹中 正和,SKILL,kensa1,硬度検査,3,2022/10/07,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,bqHK0bIDH8hqN99crPBX
m110,m110,竹中 正和,SKILL,kensa2,曲がり検査,2,2022/10/03,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,TTMZGFYLHlGjGpYi3Pq6
m110,m110,竹中 正和,SKILL,kensa3,内径ゲージ検査,3,2022/08/15,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,vtIjBuwCyI2zmdLKQB8n
m110,m110,竹中 正和,SKILL,kensa4,精度検査,2,2022/10/14,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,oj4rbQzg8W8xUpDCv13a
m110,m110,竹中 正和,SKILL,kensa5,オイル封入,3,2022/10/10,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,PFJe01CJ2UVQWmBoRszz
m110,m110,竹中 正和,SKILL,kensa6,測定技術,2,2021/10/15,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,72bHxLOoQ5iYarKTUDzr
m110,m110,竹中 正和,SKILL,kumitate1,型番変更,3,2021/02/15,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,oyLDWDA1ICHnra10uCCL
